id,name,address,phoneNumber,lat,lng,img,grade
82,우리동네 PT샵,"서울특별시 광진구 동일로24길 18-1, 지하1층 (화양동)",,37.54371175,127.0632871,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210620_91%2F1624181070215VjA3k_JPEG%2FCdevLzyOm3E4YNlv8OlZzXb6.jpg,
83,해부학적 운동 군자점,"서울특별시 광진구 능동로36길 25, 웅래빌딩 5층 (능동)",,37.55602235,127.0776866,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210806_199%2F1628221982990oXSiT_JPEG%2FWUCSegePcL4yfsTtJysHK3k6.jpg,
84,정스짐,"서울특별시 광진구 아차산로 453, 2층 (구의동)",02-455-0684,37.53940111,127.089505,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211227_201%2F1640586703435zqEeO_JPEG%2F%25C7%25EF%25BD%25BA%25C0%25E5__%25281%2529.jpg,
85,임스타핏,"서울특별시 광진구 능동로 324-1, 3층 (중곡동)",,37.55854123,127.0775739,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_202%2F1654668155112jStqj_JPEG%2FKakaoTalk_20220608_143003834.jpg,
86,원더바디핏,서울특별시 광진구 자양로 138 (구의동),,37.53999873,127.0805985,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211115_137%2F1636983377884RmS66_JPEG%2FKakaoTalk_Photo_2021-11-15-22-35-55.jpeg,
87,토니바디W,"서울특별시 광진구 긴고랑로 115, 2,3층 (중곡동)",,37.5593304,127.0850478,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_129%2F1658220662177M1guj_JPEG%2FA8FB21CE-ED02-47E3-AC7D-22F596C7E335.jpeg,
88,토니바디&PT 자양점,"서울특별시 광진구 뚝섬로52길 20, 지하1층 (자양동)",,37.53116155,127.0761385,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_6%2F1656259069918MGvzT_JPEG%2F1BD4EEE7-3C6E-4F81-90F6-082DFF8B3119.jpeg,
89,어반더핏,"서울특별시 광진구 뚝섬로 741, 2층 (구의동)",,37.53449519,127.088299,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_34%2F1653022245201yRYEo_JPEG%2F%25C7%25E0%25BB%25E7.jpg,
90,도움pt,"서울특별시 광진구 자양로18길 5, 4층 (구의동)",,37.53759566,127.0809502,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220513_180%2F16524203788016JxYz_JPEG%2F1651746312738.jpg,
91,스포니스 화양점,"서울특별시 광진구 능동로19길 57, 3층 (화양동)",02-466-0432,37.54736643,127.0676205,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_207%2F16566545576117AEt4_JPEG%2FKakaoTalk_20220701_144626957.jpg,
92,W PT STUDIO,"서울특별시 광진구 아차산로 635, 한수상가 3층 11호 (광장동)",,37.55052488,127.1036614,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220218_179%2F1645138662631ccrLA_JPEG%2F20220217_085321.jpg,
93,던전짐,"서울특별시 광진구 영화사로 37-1, 지하1층 (중곡동)",,37.55655771,127.0883374,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220512_31%2F165235175407133lRk_JPEG%2FDA5B9DF0-A8F5-42FA-9B5D-03146EEA95DD.jpeg,
94,coworker(코워커),"서울특별시 광진구 광나루로 531, 지층 (구의동)",,37.54512684,127.0857858,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220506_107%2F1651820298584wBggX_JPEG%2FKakaoTalk_20220506_155717829_04.jpg,
95,클레어 웰니스 스튜디오 건대점,"서울특별시 광진구 아차산로 292, 모아빌딩 2층 (자양동)",,37.53832592,127.0723981,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220621_184%2F1655798628083oKOHj_PNG%2FIMG_7773.PNG,
96,토니바디PT& 건대점,"서울특별시 광진구 능동로7길 50, 재화빌딩 3층 (자양동)",,37.53774499,127.0635248,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_129%2F1658220662177M1guj_JPEG%2FA8FB21CE-ED02-47E3-AC7D-22F596C7E335.jpeg,
97,휘트니스피플우먼 건대점,"서울특별시 광진구 아차산로 207, 선일빌딩 3층 (화양동)",02-462-3912,37.54155103,127.0638589,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_254%2F1649823627860KcQK9_JPEG%2F%25C8%25D6%25C7%25C7_%25BD%25E6%25B3%25D7%25C0%25CF.jpg,
98,Must run 스피드 트레이닝 센터,"서울특별시 광진구 자양로 46, 지하1층 (자양동)",,37.53223851,127.0830892,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220422_212%2F16506326920338wRPt_JPEG%2FKakaoTalk_20220422_214901818_04.jpg,
99,투에스짐,"서울특별시 광진구 자양로 281, 누리빌딩 4층 (구의동)",02-446-7787,37.55108982,127.088581,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220614_93%2F1655194904647zAbxn_JPEG%2FKakaoTalk_20220608_194337457.jpg,
100,피트니즈 자양점,"서울특별시 광진구 뚝섬로 607, 3층 (자양동)",02-455-7722,37.53288946,127.0744161,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_42%2F16563001285476ncS8_JPEG%2FEE1A56C3-6B6F-4062-A7A0-37E2C9BF9F68.jpeg,
101,블랙스짐,"서울특별시 광진구 용마산로 110, 토끼빌딩 2층 (중곡동)",,37.56339365,127.0843367,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220623_155%2F1655946139171QwaT4_JPEG%2FKakaoTalk_20220616_154930554_01.jpg,
102,몸가짐휘트니스 건대입구점,"서울특별시 광진구 아차산로 208, 상록빌딩 3층 (자양동)",02-465-9500,37.54104124,127.0635792,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_267%2F1658165901211puHnp_JPEG%2FDSC00623.jpg,
103,올포유짐,"서울특별시 성동구 독서당로 272, 상가동 201호 (금호동4가, 금호동 대우아파트)",2298-7071,37.54597273,127.0167933,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220217_91%2F1645085410851HlqS5_JPEG%2F%25BC%25BA%25B1%25D4%25C7%25DC_%25B5%25EE.jpg,5
104,투엑스휘트니스 옥수점,"서울특별시 성동구 독서당로 166, B201호 (옥수동, 성원상떼뷰)",02-2299-0044,37.54070673,127.008734,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210729_15%2F1627553853956IIUr8_JPEG%2Fa4KcwbEbJyCzaJCNpP2x_-ED.jpg,4.92
105,올림픽휘트니스,"서울특별시 성동구 뚝섬로 400, 뚝섬쇼핑센타 3층 (성수동2가)",469-0067,37.53847286,127.0520779,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190925_272%2F1569409871094y7Etq_JPEG%2Fcrms7n8jDfTAYU4IEgLqBZ2T.jpeg.jpg,100
106,스타트짐헬스,"서울특별시 성동구 성덕정길 106, 승재빌딩  4층 (성수동2가)",0507-1349-5118,37.5371,127.0522048,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220221_201%2F16454508635153jB9o_JPEG%2FScreenshot_20220221-223845_Gallery.jpg,100
107,짐아서,"서울특별시 성동구 성수일로 39, 경동빌딩 지층 (성수동1가)",461-9901,37.54432328,127.046208,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210428_40%2F1619593520488PvHJw_PNG%2FBhapJTgTNDwX9KVs8V5stwZy.png,100
108,라온휘트니스&필라테스 마장역점,"서울특별시 성동구 마장로 302, 지하1,2층 (마장동)",02-2282-6027,37.56592414,127.0403434,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220706_241%2F1657070584024S9dmS_PNG%2F1657065121905.png,100
109,웰트짐 성수점,"서울특별시 성동구 연무장5가길 21, 홍일빌딩 지하2층 (성수동2가)",461-0828,37.54349998,127.0521933,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191014_170%2F1571048642493nJOmD_JPEG%2FdMJOp_j1Pls0x8476vBYc1ye.jpg,4.45
110,동우휘트니스,"서울특별시 성동구 천호대로 296, 5층 (용답동)",,37.56598034,127.0502578, ,4.05
111,시티짐 답십리점,"서울특별시 성동구 천호대로 308, 인암빌딩 지하2층 (용답동)",02-2245-0252,37.56522881,127.0513461, ,100
112,포시즌휘트니스 왕십리점,서울특별시 성동구 왕십리광장로 17 (행당동),02-2292-6886,37.56368446,127.0351601,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220406_196%2F1649244393646JB81U_JPEG%2F%25BD%25C2%25C8%25F1.jpg,4.5
113,팀키스짐,"서울특별시 성동구 동호로 102, 4층 (금호동3가, 두산아파트상가)",02-2235-0907,37.54996304,127.0135489,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220215_256%2F1644898852420gYa6F_JPEG%2FKakaoTalk_20220215_131359018.jpg,100
114,노블휘트니스,"서울특별시 성동구 상원길 63, A동 지하1층 01호 (성수동1가, 쌍용아파트)",02-463-5790,37.54951192,127.0442203,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210206_63%2F1612596631235qsgt8_PNG%2F-KUQJkknmvMUz9YpbWNEGSh8.png,4.67
115,고릴라멀티짐 행당점,"서울특별시 성동구 행당로 75, 행당동 대림아파트 6층 (행당동)",02-2281-7005,37.55790167,127.0242284,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220420_20%2F1650430703624l24tW_PNG%2F%25B8%25F0%25B9%25D9%25C0%25CF_%25BA%25ED%25B7%25CE%25B1%25D7_%25C4%25BF%25B9%25F6.png,4.85
116,스포애니 왕십리역점,"서울특별시 성동구 왕십리로 326, 지하1층 (도선동)",02-6389-0079,37.56280082,127.0310877,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210628_97%2F1624850703103Ohknc_JPEG%2FFL_geMgnclZ3SE6nsriORPXD.jpg,3
117,센트리얼휘트니스 옥수점,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 (옥수동)",,37.54230865,127.0153016,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191029_294%2F1572313550247FbxJr_JPEG%2F-ZxFZn5pT7xCNIeSvuZX_doL.jpg,4.34
118,파크짐 행당점,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 지하1,2층 (행당동)",02-2281-1872,37.56119843,127.0317198,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_209%2F1441088185833yn9yp_PNG%2FSUBMIT_1437463943175_34287354.png,4.5
119,스타트짐,서울특별시 성동구 왕십리로21길 6 (행당동),02-2297-1252,37.56179853,127.0304798,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190815_260%2F15658355324761p87U_PNG%2FQC9Xpq2QqdyJ2ZkDS_oXpgeC.png,5
120,파크짐 행당점,"서울특별시 성동구 고산자로 177, B01호 (행당동, 서울숲행당푸르지오아파트 근린생활시설동)",02-2237-2232,37.55520022,127.029578,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_209%2F1441088185833yn9yp_PNG%2FSUBMIT_1437463943175_34287354.png,4.5
121,파크짐 행당점,"서울특별시 성동구 왕십리로 386, 지하1,2층 (하왕십리동, 삼협빌딩)",,37.56508988,127.0247458,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_209%2F1441088185833yn9yp_PNG%2FSUBMIT_1437463943175_34287354.png,4.5
122,MSC 운동센터,"서울특별시 성동구 마장로19길 29, 221동 1층 240호 (상왕십리동)",,37.57294063,127.023945,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211020_185%2F1634732093123TzDDr_JPEG%2FEuSHIM1RXFtB9jITnGjQkwt6.jpg,100
123,에코휘트니스,서울특별시 성동구 아차산로 92 (성수동2가),02-462-5099,37.544862,127.0513952,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_33%2F1441071173482PHi1u_JPEG%2FSUBMIT_1432086371211_36418609.jpg,4.33
124,건강과땀 한양대점,"서울특별시 성동구 왕십리로 222 (행당동, 한양대역)",02-2299-9688,37.55855494,127.0395938,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190626_17%2F1561537865569iLjKJ_JPEG%2FJiwZsZhlKXfUFGLPs2akv1Pu.jpg,100
125,인피니티퍼스널트레이닝,"서울특별시 성동구 행당로 6 (금호동1가, 신세계오피스텔)",02-2292-2296,37.55452218,127.017961,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160308_4%2F14573919105401KUvd_JPEG%2F176258483527347_0.jpeg,100
126,피네테스 옥수점,"서울특별시 성동구 독서당로 194-1, 4층 (옥수동, 골든게이트)",2295-0123,37.54275495,127.009889,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151120_177%2F1448009263546kmNYX_JPEG%2F167070577763152_3.jpeg,100
127,허니바디짐,"서울특별시 성동구 상원6길 5, B1층 (성수동1가)",02-499-9664,37.54862597,127.0458317,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160425_263%2F1461562825092Vllmu_JPEG%2F176375547044909_0.jpeg,100
128,반휘트니스센터,"서울특별시 성동구 금호로 100, 상가동 210~216호 (금호동1가, 벽산아파트)",02.2297-6865,37.55185691,127.024226,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160425_35%2F1461557055766ReNGG_PNG%2F176375533435629_0.png,100
129,레이휘트니스 왕십리점,"서울특별시 성동구 왕십리로 257, 지하1층 (행당동)",02-3395-9777,37.55797867,127.0358513,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_163%2F15917808736885x1af_JPEG%2Fz74gCjLaHp4S_roM_4KGFqg-.jpg,4.61
130,바른몸 PT STUDIO,"서울특별시 성동구 매봉길 50, 상가동 106호,107호 (옥수동, 옥수파크힐스)",02-2282-2226,37.54833253,127.0110008, ,5
131,피트니스에이치,"서울특별시 성동구 동일로 273, 경한빌딩 2,3층 (송정동)",02-499-9686,37.55590777,127.0685619,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200227_73%2F1582799613504seDLA_JPEG%2FJHGpDiL-udUpPjWFHiCd2cKH.jpg,100
132,투엑스휘트니스 센트라스점,"서울특별시 성동구 왕십리로 410, L동 314호 외 1호 (하왕십리동, 센트라스)",02-2295-9811,37.5666334,127.0240449,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210730_166%2F1627638189303KhOub_JPEG%2FgB3Ppjj7qdMEBAHHtZtmYBIK.jpg,4.66
133,커브스 금호클럽,"서울특별시 성동구 독서당로 302, 3층 (금호동4가)",02-2297-1330,37.54760776,127.0198439,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170601_294%2F1496307805050yJOsc_JPEG%2F186551583341933_0.jpeg,100
134,테라피티 뚝섬역점,"서울특별시 성동구 상원길 52, B1층 (성수동1가)",02-466-3631,37.54862269,127.0454837,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200506_81%2F1588722020530PAqrF_JPEG%2FxkH-zRKRn4HE4OXLSPSOKjQy.jpg,4.94
135,위드짐 PT 금호점,"서울특별시 성동구 독서당로 344, 힐스테이트 금호 상가동 B1층 20-8호, 20-9호 (금호동4가)",222969690,37.54561942,127.0226604,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180424_223%2F1524538096707WKb7f_JPEG%2F2_MyZ_NR4I5HaLUIAlWa5DQn.JPG.jpg,100
136,메디앤핏,"서울특별시 성동구 무학로 18, 김원자산부인과 2층 (홍익동)",222824123,37.56576595,127.0274275,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_214%2F16382362434018MFt1_JPEG%2F1CA835AC-3BB9-4941-AFC9-E0AC9C989385.jpeg,100
137,넉아웃 서울숲스튜디오,"서울특별시 성동구 서울숲2길 18-11, 2층 (성수동1가)",,37.54682214,127.0377342, ,100
138,탑핏 PT샵,"서울특별시 성동구 성수이로 89, MG빌딩 B1층 (성수동2가)",234091112,37.54301514,127.0534106,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200517_219%2F1589723989045vQpFI_JPEG%2F3FZIbUKPe--nohgdjiux74zi.jpeg.jpg,100
139,퀄핏 건강운동센터,"서울특별시 성동구 성수일로8길 39, 지하1층 (성수동2가)",446-0810,37.54576587,127.0519051,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181112_43%2F154201790983068wvY_JPEG%2Fa2SRCfk2rcm6lwlCQ46elDS4.jpg,100
140,크로스핏 핏불 성수동점,"서울특별시 성동구 상원6길 14, 성수2차대우아파트 상가동 지하1층 (성수동1가)",02-499-1379,37.5484104,127.0472639,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_199%2F1604655420297VgT9z_JPEG%2FDn-A4L5aGxL6xsW-vQ7506cM.jpg,100
141,무브먼트 프로젝트,"서울특별시 성동구 성수일로 1, 2층 2호 (성수동1가)",499-3426,37.54095609,127.0448065,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180623_97%2F1529719916176SNkis_JPEG%2F2lcfktUbYE2bDqJKalFphd3C.JPG.jpg,5
142,비스튜디오,"서울특별시 성동구 성수이로 127, 2층 202,203호 (성수동2가)",02-461-4406,37.54631095,127.0544924,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190312_146%2F1552370428326cYxwv_JPEG%2FWUUmOvOGoRhuChGjEpayav1L.jpeg.jpg,100
143,나의근육사용설명서 성수본점,"서울특별시 성동구 성수일로10길 26, 204호 (성수동2가)",,37.54667358,127.0500367,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220406_81%2F1649236721070liggo_JPEG%2FIMG_17032021_144144_%25281200_x_550_%25C7%25C8%25BC%25BF%2529.jpg,100
144,파크짐 한양대점,"서울특별시 성동구 왕십리로 223, 지하1,2층 (행당동)",,37.55701505,127.0395486,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_40%2F1656673095060fchKV_JPEG%2F7-0B.jpg,4.96
145,크로스핏 아띠,"서울특별시 성동구 무학로 8, 승우카센타 지하1층 (도선동)",02-2233-1525,37.56473279,127.0275496,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220125_258%2F1643103916305OJVAY_JPEG%2FIMG_20210709_002744_261.jpg,100
146,힐앤핏,"서울특별시 성동구 한림말길 18, 501-1호 (옥수동)",02-2292-1019,37.54068102,127.0101716,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211027_111%2F1635329190319cUUpd_JPEG%2Fauuy-lWTXV0M7Z5XVpR4nAfP.jpg,100
147,프롬더바디,"서울특별시 성동구 왕십리로 115, 9층 905호 (성수동1가)",,37.54782845,127.0412953,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220216_122%2F16449867536649uwtC_JPEG%2FKakaoTalk_20220216_125543914_05.jpg,100
148,더블에이짐 옥수점,"서울특별시 성동구 매봉길 48, 지하2층 201~204, 206,207호 (옥수동)",02-2295-0408,37.54669766,127.0111889,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190903_52%2F1567494096401cUIHO_JPEG%2FxXOKB8vm4SGsFfxdjtMGQeJV.jpeg.jpg,4.68
149,운동연구소 트레이닝센터,"서울특별시 성동구 독서당로 212, 동호빌딩 (옥수동)",070-8158-0726,37.54340866,127.0115016,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191112_187%2F1573536547106NurPU_JPEG%2FCjaNLxsedKQbJ1Mvi73K_XEU.JPG.jpg,100
150,RX퍼스널트레이닝 행당동점,"서울특별시 성동구 왕십리로 284-1, 2층 (행당동)",,37.55989351,127.0338861,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200117_105%2F1579237300585FHjLu_JPEG%2FbDgL8ZjewVzRVa5M_Cc5nDlf.jpg,4.2
151,운동의정석PT,"서울특별시 성동구 왕십리로 322, 한성아펠타워 B1~B3호 (도선동)",,37.5625084,127.0311768, ,4.98
152,빅브로짐 휘트니스 성수점,"서울특별시 성동구 왕십리로 115, 지하층 (성수동1가)",02-3409-5199,37.54782845,127.0412953,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_38%2F1657255628595rFW9r_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5-_%25BA%25B9%25BB%25E7.jpg,100
153,더새로워짐,"서울특별시 성동구 성수일로6길 53, 유원지식산업센터 2층 (성수동2가)",,37.54424904,127.0529206,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200318_269%2F1584463671092Bc8qQ_JPEG%2FQ4uAqFUMDTHAZ56uLFobxnWa.jpeg.jpg,100
154,더바른몸PT,"서울특별시 성동구 왕십리로 320, W에비뉴타워 503호 (도선동)",02-2299-7890,37.56234378,127.0314797,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200329_257%2F1585474002877YjKVV_JPEG%2FDuf_-hSlQHPK6d2knsuKl_tC.jpeg.jpg,100
155,스포애니 성수역점,"서울특별시 성동구 성수이로20길 3, 세종빌딩 (성수동2가)",02-499-9679,37.5437135,127.054307,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200608_239%2F1591593600886aB76B_JPEG%2F_CV3DcdOCkTwg3ghzoJ0_B6a.jpg,4.17
156,ST 요가&PT,"서울특별시 성동구 한림말3길 10, 교연학원 지하1층 (옥수동)",02-2292-3999,37.54213819,127.0133892,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210407_188%2F161776689397083Mx9_JPEG%2FyfbXXPqt1zoIcdBafQ_pqZ-x.jpg,100
157,리커버 필라테스 & PT 왕십리점,"서울특별시 성동구 고산자로 284, 성동샤르망 206호 (행당동)",02-2295-4499,37.56492327,127.0339206,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200227_240%2F1582797202515gkNT8_JPEG%2FX__gwe1yKeJPwjYenSxf6SGi.jpg,4.96
158,에이블짐 한양대점,"서울특별시 성동구 마조로 30, 미진빌딩 지층 101호 (행당동)",,37.56031306,127.0386214,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220625_67%2F1656155978232roMbg_PNG%2F1656154719435-0.png,4.89
159,오늘운동,"서울특별시 성동구 무학로 33, 152동 b107호 (하왕십리동, 텐즈힐)",,37.56856565,127.0250761,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200808_155%2F15968708636949Vqoz_JPEG%2FAgmMPJyGrczvVOeYRAagch7P.jpg,100
160,피앤디,"서울특별시 성동구 성수일로 21, 2층 (성수동1가)",,37.54260372,127.0457001,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200827_139%2F1598492195902vY2FJ_JPEG%2F5FtfWoH044N5iw41BhBfarD7.PNG.jpg,100
