,id,name,img,grade,lat,lng,phoneNumber,address,naver_map_url,address2
13,13,피트니스파이브,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220707_181%2F1657182379597WV9hz_PNG%2F%25BF%25A9%25B8%25A7%25C0%25CC%25BA%25A5%25C6%25AE.png,4.72,37.4954109950647,127.016402306519,02-565-5008,"서울특별시 서초구 서초중앙로24길 27 (서초동, G-five B112호, B113호)",20251319,서울 서초구 서초중앙로24길 27 G5센트럴프라자 B112호
14,14,리스펙짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220629_15%2F1656482050600kz6WO_PNG%2FKakaoTalk_20220605_231310180.png,4.4,37.4906652237991,127.008612738216,587-7330,"서울특별시 서초구 반포대로 118 (서초동, (지1층))",13528824,서울 서초구 반포대로 118 우림빌딩
15,15,피트니스팩토리24,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180827_300%2F1535364832414gvny0_JPEG%2FtDkH93gItXBgPdDfhUKbSFVW.JPG.jpg,4.7,37.4787820814606,127.039049768403,,"서울특별시 서초구 강남대로 156-1, 극동빌딩  4,5층 (양재동)",1126093411,"서울 서초구 강남대로 156-1 극동빌딩 4층, 5층 피트니스팩토리24"
16,16,NKB PT GYM,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_70%2F1441072225280uzU5N_JPEG%2FSUBMIT_1326697081950_21033581.jpg,,37.489044360894,126.993589207343,,"서울특별시 서초구 서초대로25길 지하 27 (방배동, 배양빌딩)",21033581,서울 서초구 서초대로25길 27 배양빌딩
17,17,위아더 휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190711_159%2F1562832390575fJL9n_JPEG%2FwKEcuCdQ-iOw2AyagFm82AF8.jpg,4.88,37.4957101117888,126.985532367698,3478-1902,"서울특별시 서초구 방배중앙로 187 (방배동, (2,3층))",20762289,서울 서초구 방배중앙로 187 2.3.4층
18,18,the Fitness LAB,,,37.4938815989559,126.993579521315,,"서울특별시 서초구 동광로 101, 우림빌딩 2층 (방배동)",1491226152,서울 서초구 동광로 101 2층
19,19,파인휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220131_35%2F1643600770127LQpcD_JPEG%2FD17AF05E-D456-4D88-9A13-95F1C7527454.jpeg,4.88,37.4852579365619,126.994860973768,,"서울특별시 서초구 방배로 127 (방배동, 지하1, 지하2)",36016472,서울 서초구 방배로 127 청오빌딩 B1
20,20,김재환짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220607_182%2F1654590898570iaaPY_JPEG%2F0746B9DF-A1A0-4CA1-9435-600606D5CD29.jpeg,,37.4911445151256,127.011283315483,583-5630,"서울특별시 서초구 반포대로28길 50, 지하1층 (서초동)",1616592762,서울 서초구 반포대로10길 45 B1 에이몬드짐
21,21,고마워 휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220421_29%2F1650521937744AXzB2_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6-%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA-%25B8%25DE%25C0%25CE-%25C8%25AD%25B8%25E9.jpg,4.57,37.4965755766092,127.013293304095,3477-1253,"서울특별시 서초구 서초중앙로 166 (서초동, 지하1층)",11875969,서울 서초구 서초중앙로 166 B1 고마워 휘트니스
22,22,티랩스튜디오 시그니처 서초점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220711_56%2F1657502565138Ov4Nm_JPEG%2FKakaoTalk_Photo_2022-07-11-10-22-27_001.jpeg,4.95,37.4825295056019,127.005063878399,,"서울특별시 서초구 효령로 190, 비선빌딩 지하1층 (서초동)",1008586124,서울 서초구 효령로 190 비선빌딩 지하 1층
23,23,G.O PT Studio,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160922_106%2F1474547143759dbAVj_JPEG%2F176872615563386_0.jpeg,,37.4875690470589,127.004542057229,6349-0625,"서울특별시 서초구 명달로 116 (서초동, 2층)",32786359,서울 서초구 명달로 116 송현빌딩
24,24,하이드파크,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220630_30%2F1656567025014UQ7ii_JPEG%2F1656326918491.jpg,4.85,37.4950009216382,127.013778147123,534-3332,"서울특별시 서초구 서초중앙로 148 (서초동, 지하2층, 지하3층)",34582185,서울 서초구 서초중앙로 148 김영편입학원 빌딩 지하2층
25,25,멋짐헬스PT,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_239%2F1652920683293wMrau_JPEG%2FD1D18615-ADB5-4A91-9D0D-B7A720967D7E.jpeg,,37.4879304099777,127.012481502204,523-0959,"서울특별시 서초구 사임당로 21 (서초동, 지하1층)",1350583590,서울 서초구 사임당로 21 기하빌딩 지하 1층
26,26,크로스핏 제니아,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_153%2F1441119445183wA4k0_JPEG%2FSUBMIT_1411473759157_35014203.jpg,,37.4987206250178,126.998930642785,537-6697,"서울특별시 서초구 서래로8길 7 (반포동, 포도빌딩 지하1층)",35014203,서울 서초구 서래로8길 7 포도빌딩
27,27,헬스보이짐 신논현점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220531_287%2F1653971657176tMMEY_JPEG%2F%25C7%25CA%25B5%25E5%25BB%25E7%25C1%25F83.jpg,,37.5032072803982,127.023519915144,539-9394,"서울특별시 서초구 사평대로56길 7 (서초동, 한일유앤아이주상복합 지하2층)",1810083742,서울 서초구 사평대로56길 7 서초한일유앤아이주상복합 지하2층
28,28,나눔케어 피트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170523_148%2F14955031274592wAhQ_JPEG%2F186473506176184_31.jpeg,,37.4977812944037,126.99707185707,,"서울특별시 서초구 서래로5길 19, 3층 (반포동, 나눔케어빌딩)",615618352,서울 서초구 서래로5길 19 나눔케어빌딩 3층
29,29,더쉐이프,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161111_121%2F1478849904008xlV35_JPEG%2F177061566841241_16.jpeg,,37.4784575897588,127.000947079743,,"서울특별시 서초구 효령로34길 76, 동림빌딩 2층 201호 (방배동)",35317336,서울 서초구 효령로34길 76
30,30,클래스짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_289%2F1441034177838pUbqT_JPEG%2FSUBMIT_1418379913499_35977052.jpg,4.97,37.4851294931638,127.015844898549,6232-2930,"서울특별시 서초구 효령로 289 (서초동, 3층)",35977052,서울 서초구 효령로 289 305호
31,31,Gym 360+,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_132%2F1441056439656RiPjr_JPEG%2F166073583531029_0.jpeg,,37.4968579628044,126.998032096864,,"서울특별시 서초구 서래로3길 3 (반포동, 3층)",36276588,서울 서초구 서래로3길 3 301호 GYM360+
32,32,마커스짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_59%2F1592389163787TVaTH_JPEG%2FDLRPMoGne6VIHZFIBUrG8Kpm.jpg,,37.4890590968177,126.997151687971,6402-3100,"서울특별시 서초구 서초대로 137 (방배동, 신국빌딩 2층)",37688385,서울 서초구 서초대로25길 51 3층
33,33,4TP fitness,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220403_127%2F1648958312714ESV58_JPEG%2F4TPnaver5.jpg,4.81,37.5029725833055,127.010131309177,6925-0909,"서울특별시 서초구 고무래로 18-4 (반포동, 지하중2층, 지하2층, 지하3층)",36624732,서울 서초구 고무래로 18-4 지하2층
34,34,잠원스포츠파크,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_33%2F1441017585224rdIRu_GIF%2F96060514153262_0.g,4.49,37.5109283251988,127.005252082092,533-7508,서울특별시 서초구 신반포로23길 66 (잠원동),12760726,서울 서초구 신반포로23길 66 잠원스포츠센터
35,35,테라 짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190822_279%2F1566438620518HlHxJ_JPEG%2FWPxEFgJMgDbvjydnLQ9mQheg.jpg,,37.4993884267587,126.997384823834,000205377667,"서울특별시 서초구 사평대로22길 6, 2층 (반포동, 삼영빌딩)",1683594552,서울 서초구 사평대로22길 6 삼영빌딩 2층 테라짐반포점
36,36,이동근 바디퍼포먼스,,,37.4842297705628,127.010841544849,,"서울특별시 서초구 반포대로 43, 지층 (서초동)",37203352,서울 서초구 반포대로 43 코스모빌딩 지하 1층
37,37,바디엔지니어,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220407_226%2F1649257378303YguTg_JPEG%2F599739F4-5ACF-4910-8822-CD0486ABE350.jpeg,,37.4901824983595,127.030641805543,070-8814-8812,"서울특별시 서초구 강남대로 305, 지하1층 109호 (서초동, 현대렉시온)",1379390572,서울 서초구 강남대로 305 B109호
38,38,대한퍼스널트레이너협회,,,37.48110170648,126.995684117355,02-3476-6696,"서울특별시 서초구 효령로 105, 3층 (방배동, 범창빌딩)",12371473,서울 서초구 효령로 105 범창빌딩 302호
39,39,운동을 만나고,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211227_151%2F1640577753277CUXDE_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6%2528218%2529.png,,37.4930282652451,126.986294133567,02-533-9720,"서울특별시 서초구 방배중앙로 155, 3층 (방배동)",37992840,서울 서초구 방배중앙로 155 3층 운동을 만나고
40,40,더 스토리짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210720_205%2F1626768486580LsHlF_JPEG%2F017A9503.jpg,4.92,37.4934898858962,127.028606363309,,"서울특별시 서초구 서초대로78길 48, 5층 (서초동)",37927613,서울 서초구 서초대로78길 48 송림빌딩 5층
41,41,골든 크라운 크로스핏,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200204_4%2F1580813236458KV8AN_JPEG%2F%25B7%25CE%25B0%25ED.jpg,4.86,37.4939069944418,127.028843765138,02-2055-0077,"서울특별시 서초구 강남대로 349, 지하2층 (서초동, 우남빌딩)",37829775,서울 서초구 강남대로 349
42,42,H Core Fitness,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210211_266%2F1613050939533ceuAw_JPEG%2F6Rvq6q_Q56RlD2td9MA3-_EU.jpeg.jpg,,37.4815260036299,127.01440169551,02-521-5976,"서울특별시 서초구 남부순환로325길 7, 지하1층 (서초동)",1623927679,서울 서초구 남부순환로325길 7 지하1층 Hcore Fitness
43,43,브랜뉴짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161115_74%2F1479217990301PKy9v_JPEG%2F177065628327881_1.jpeg,,37.4891828159505,126.993061030072,,"서울특별시 서초구 방배로 174, 지하1층 (방배동, 태창빌딩)",45266689,서울 서초구 방배로 174 내방빌딩 b1층 브랜뉴짐
44,44,얼티밋 크로스핏 방배점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170327_75%2F1490596480613TuGVj_JPEG%2F186277556459824_0.jpeg,4.5,37.4827665443634,126.997121512739,02-525-9682,"서울특별시 서초구 방배로 94, 지하2층 (방배동)",38648010,서울 서초구 방배로 94 B2층
45,45,헐크짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170126_218%2F1485416804080RNY7S_JPEG%2F186076567663912_0.jpeg,,37.4721815424518,127.045386161702,,"서울특별시 서초구 동산로13길 6, 지하층 (양재동)",325802099,서울 서초구 동산로13길 6
46,46,The Better GYM,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190920_51%2F1568962356179jth0k_PNG%2FS_CMnbeP5o1q1d3ecD0WCxfy.png,,37.4958491788929,127.014857118224,,"서울특별시 서초구 서초중앙로26길 13, B01호 (서초동)",1427079273,서울 서초구 서초중앙로26길 13 지하1층
47,47,제이주드,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191025_176%2F15719964666061cIXh_PNG%2Fw2n1B7PfSfiPFWIZ8wF78YUU.png,,37.4846431037844,126.99522746431,,"서울특별시 서초구 방배로 119, 지하1층 (방배동)",67454851,서울 서초구 방배로 119
48,48,리얼핏,,4.67,37.4915573375838,127.029970916611,02-585-0905,"서울특별시 서초구 강남대로 321, 2층 209~211호 (서초동, 서초동대우디오빌프라임)",21193475,서울 서초구 강남대로 321 대우디오빌프라임 2층
49,49,하우스필라테스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220420_227%2F1650463659445tSO4b_PNG%2F%25C7%25CA%25B6%25F3%25C5%25D7%25BD%25BA_8%25C1%25D6%25B3%25E2.png,,37.5024331030407,127.023686484894,02-525-5345,"서울특별시 서초구 서초대로77길 61, 4층 (서초동, S&GTOWER서초)",35976933,서울 강남구 테헤란로6길 47 4층 필라테스더그라운드
50,50,아유짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181029_230%2F15407898659612C4C7_JPEG%2Fl1oVz-YIuzKDc3PYVDn2BtOO.jpg,,37.4819733575407,126.982303692025,,"서울특별시 서초구 동작대로 62, 용진빌딩 3층 (방배동)",1843053927,서울 서초구 동작대로 62 용진빌딩 3층
51,51,썸머짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220105_182%2F16413628053398uGbY_JPEG%2FKakaoTalk_20211229_165723936_%25281%2529.jpg,4.96,37.4837407273475,127.008320461436,02-598-5777,"서울특별시 서초구 효령로 221, 3층 (서초동)",1274008432,서울 서초구 효령로 221 3층
52,52,라비아 피트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_131%2F16042415369228CWPi_JPEG%2FNrccIzHKUeKObHhcg0Ptlt0f.jpg,,37.5010538834495,127.011216725546,,"서울특별시 서초구 서초중앙로33길 7, 2층 (반포동)",1275777289,서울 서초구 서초중앙로33길 7 SNA빌딩 2층
53,53,짐홀릭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211227_232%2F1640615842961pJEoS_JPEG%2F5F2FF72F-7DC6-43BD-BDA9-49B1DAC2EC86.jpeg,,37.4901850331775,127.02009588352,02-6401-4011,"서울특별시 서초구 사임당로 93, 2-3층 (서초동)",37903244,서울 서초구 사임당로 93 2층 3층 짐홀릭
54,54,썬더짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220227_17%2F1645887702133g5E2u_JPEG%2F7484FD76-4C71-40DF-A1A7-0E0E3AF2AF21.jpeg,,37.4973504144781,127.013538045649,0506-050-1111,"서울특별시 서초구 서초중앙로 188, 상가동 L층 134호 (서초동, 아크로비스타)",1400053835,서울 서초구 서초중앙로 188 아크로비스타APT 아케이드상가 L-134 썬더짐
55,55,피트니스 프렌즈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220323_290%2F1648008762287yKCRO_JPEG%2F8FD2FA89-8A37-4594-B114-641341B8E5D7.jpeg,4.73,37.5152673868699,127.016133597337,070-8993-0779,"서울특별시 서초구 강남대로109길 102, 잠원빌딩 5층 (잠원동)",1384319970,서울 서초구 강남대로109길 102 새마을금고빌딩 5층
56,56,발할라짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220307_154%2F1646636336844qlFyU_JPEG%2FDSC03327.,5.0,37.4980128317622,126.996311340479,,"서울특별시 서초구 서래로5길 34, 2층 (반포동)",1172835136,서울 서초구 서래로5길 34 2층
57,57,액트짐 반포점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220704_46%2F16569034422569CdJT_PNG%2F220704-%25BE%25D7%25C6%25AE%25C1%25FC-%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA-7%25BF%25F9%25B0%25F8%25B5%25BF%25B1%25B8%25B8%25C5_%25281%2529.png,4.91,37.5040068343972,127.021127174838,02-3443-3337,"서울특별시 서초구 강남대로79길 59, 새로나 빌딩 지하2층 (반포동)",1041577850,서울 서초구 강남대로79길 59 새로나빌딩 B2 액트짐
58,58,머슬메모리휘트니스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200503_2%2F1588500261512xuhqo_JPEG%2FkZTt-CE--Bd5XN9LsAJdD6uy.jpeg.jpg,,37.5061429460128,127.022068080934,,"서울특별시 서초구 강남대로83길 24, 2층 (반포동)",36684193,서울 서초구 강남대로83길 24 2층
59,59,파란헬스살롱,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181102_242%2F1541145058941DYzWh_PNG%2FKlyFgZBYU1qlWqF7l5uW2nJQ.PNG.png,,37.5097142441813,127.01959848253,,"서울특별시 서초구 신반포로 326-16, 2층 (반포동)",1631213421,서울 서초구 신반포로 326-16
60,60,바라다짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220726_295%2F1658808236399P0zdA_JPEG%2F%25B7%25CE%25B0%25ED%2528%25BC%25AD%25C3%25CA%25B9%25E6%25B9%25E8%2529.jpg,4.54,37.4977144170726,126.985664065684,,"서울특별시 서초구 사평대로2길 22, 2층 (방배동)",1511804436,서울 서초구 사평대로2길 22 2층
61,61,핏그라운드,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181217_176%2F15450444647509sGt7_JPEG%2FYnheGih8dj0JiDoysNRzZhW_.jpg,,37.487705960425,127.008522167735,,"서울특별시 서초구 반포대로21길 23, 세진빌딩 지하1층 (서초동)",1969894842,서울 서초구 반포대로21길 23 세진빌딩 b1 핏그라운드 운동센터
62,62,프로젝트핏,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190223_164%2F1550925473071Kg2ks_JPEG%2FjXmeS_l9Jqsdo4PYFIUGzXRK.jpg,,37.4855360426104,127.030825791222,02-585-2588,"서울특별시 서초구 서운로6길 26, 지훈빌딩 지하1층 (서초동)",1310242803,서울 서초구 서운로6길 26 B1
63,63,퍼스트짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210215_80%2F1613363769904HC2ub_JPEG%2FMKaJ5uNchiqiJHNDlfJwHVQU.jpg,,37.4715529486838,127.045043136958,,"서울특별시 서초구 동산로12길 4, 유성빌딩 지하1층 (양재동)",1400236902,서울 서초구 동산로12길 4 지하1층
64,64,(주)에이블짐 교대역점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220712_163%2F1657608601799VcnB5_JPEG%2FKakaoTalk_20220712_154930576.jpg,4.86,37.4942200198785,127.01657607757,02-2088-3036,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 지하2층 (서초동)",none,
65,65,박PT,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_282%2F1586851938746BedaP_JPEG%2FScYE6JDKBysvWiXglNZMVJzX.jpg,4.99,37.4936435887032,127.019323116547,,"서울특별시 서초구 사임당로17길 123, 맥스빌딩 (서초동)",1752271967,서울 서초구 사임당로17길 123 B1
66,66,운동하는날,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_163%2F16566485456213qOcp_JPEG%2F2561DAB6-99F6-4216-82C2-F3B53CAD705B.jpeg,,37.4696162017367,127.025921741939,,"서울특별시 서초구 바우뫼로6길 16, 2층 (우면동)",1791384163,서울 서초구 바우뫼로6길 16 2층 운동하는날 우면점
67,67,스포니스 교대점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220620_159%2F1655712800959M92Sv_JPEG%2FKakaoTalk_20220516_135216050_02.jpg,4.99,37.4950034213239,127.015423378849,,"서울특별시 서초구 서초중앙로24길 17, 베아따빌딩본관 지층 (서초동)",1580973564,서울 서초구 서초중앙로24길 17 지하1층 스포니스교대점
68,68,리버스바디,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200817_83%2F1597667008760qMBta_JPEG%2FyWH07-jZ5hq45QgtmjrUusgR.jpg,,37.4960391685763,127.014392947489,02-532-6456,"서울특별시 서초구 서초대로53길 21, 202호 (서초동)",1635577626,서울 서초구 서초대로53길 21 찬형빌딩 202호
